,name,rating,reviews,salary,interviews,jobs
2360,IDS Infotech,3.5,462,1.4k,63,9
2361,Sulekha.com,3.3,462,1.6k,22,1
2362,Bharat Seats,3.7,462,1.6k,32,7
2363,Venky's,3.7,462,1.5k,26,4
2364,Bandhan Life,3.2,462,1.3k,15,46
2365,Aimil Pharmaceuticals,3.6,461,1.8k,24,2
2366,Titagarh Rail Systems,2.7,462,1.8k,35,6
2367,Confidence Petroleum India,3.2,461,1.7k,35,10
2368,Stryker,3.8,461,3.6k,51,132
2369,Seoyon E-hwa Automotive,3.5,460,2.3k,27,4
2370,LuLu Group International,3.4,462,2.3k,34,1
2371,Subex,3.4,460,3.2k,36,11
2372,Texmaco Rail and Engineering,3.8,460,1.7k,26,16
2373,In Time Tec Visionsoft,3.2,460,2.4k,50,25
2374,Stovekraft,4.0,459,1.8k,33,12
2375,Iksula,3.2,459,1.9k,34,4
2376,Grant Thornton Bharat,3.5,459,2.5k,89,--
2377,Torrent Gas,3.1,459,2.3k,57,--
2378,Bada Business,4.0,458,1.6k,61,541
2379,Novotel Hotels,4.0,458,1.3k,27,--
2380,Purplle.com,3.6,458,2k,36,109
2381,Railtel Corporation Of India,3.6,457,2k,29,--
2382,Kiswok Industries,3.3,457,1.8k,41,3
2383,St. Xavier's High School,3.7,457,1.5k,19,34
2384,Saudi Binladin Group,4.3,457,727,33,--
2385,TAO Digital,3.6,457,1.4k,119,60
2386,Del Monte Foods,4.0,457,1.5k,18,10
2387,Indofil Industries,4.1,457,1.9k,19,--
2388,TresVista,2.4,458,3.1k,140,33
2389,Henkel Adhesives Technologies,4.1,457,2k,22,4
2390,Avalara Technologies,2.8,457,3.2k,76,13
2391,RPG Life Sciences,3.6,456,1.6k,15,12
2392,Speridian Technologies,3.4,455,3.3k,53,19
2393,Sahyadri Hospital,4.2,456,1.4k,32,48
2394,Eurokids,3.9,456,1.3k,18,--
2395,Loadshare Networks,3.5,455,1.7k,45,17
2396,Flamingo Pharmaceuticals,3.1,455,1.9k,36,28
2397,Dharampal Premchand,4.2,455,1.3k,25,1
2398,Kyungshin Industrial Motherson,3.2,454,2.1k,24,--
2399,House of EdTech,4.3,454,222,112,22
2400,Synopsys,3.6,454,3.8k,106,102
2401,AIRBUS,3.6,455,4.7k,82,1
2402,Mahle Anand Thermal Systems,4.1,455,1.6k,31,--
2403,Realme,3.7,455,1.6k,32,--
2404,ByteDance,4.1,453,2.2k,38,10
2405,Red Hat,4.4,453,3.8k,64,79
2406,Puravankara,3.5,453,2k,24,29
2407,Kolte Patil Developers,4.1,453,1.9k,22,21
2408,B. Braun Medical,4.1,453,1.7k,22,13
2409,SISL Infotech,3.5,454,2.4k,23,184
2410,Pocket FM,2.7,453,1.9k,68,11
2411,Pratham Education Foundation,4.1,453,969,16,--
2412,ITI,3.7,452,1.4k,40,--
2413,Caresoft Global,3.4,452,3.3k,52,--
2414,Bharat Bijlee,4.2,452,1.6k,26,11
2415,Prism Cement,4.0,452,1.2k,38,--
2416,Gaurs Group,4.2,452,1.5k,31,31
2417,Balmer Lawrie,3.6,452,1.9k,33,--
2418,Prodair Air Products,3.7,452,2.3k,28,--
2419,Miracle Software Systems,3.8,451,1.9k,43,30
2420,SMEC,3.6,452,1.5k,30,51
2421,Espire Infolabs,2.4,451,2.6k,27,13
2422,Paper Boat(Hector Beverages Pvt. Ltd.),3.9,451,1.3k,24,2
2423,Miracle Software Systems,3.8,451,1.9k,43,30
2424,Corona Remedies,4.2,450,1.4k,13,--
2425,Portea Medical,3.7,450,1.3k,34,1
2426,Infovision,3.4,450,4k,44,50
2427,Yusen Logistics,4.0,450,1.8k,16,2
2428,LT Foods,3.8,451,1.6k,24,--
2429,Gokaldas Exports,3.9,451,1.7k,39,22
2430,Almarai,4.3,450,834,24,--
2431,Khadims,3.6,449,1.3k,17,--
2432,Vijai Electricals,3.6,449,1.3k,18,--
2433,JNS Instruments,4.0,449,1.8k,34,12
2434,CodeClouds,3.9,449,1.2k,57,36
2435,Majesco,2.9,449,3.1k,34,33
2436,Ergode IT Services,3.3,449,1.4k,30,43
2437,Reliance Infrastructure,4.1,448,2k,30,--
2438,Kaya Skin Clinic,3.4,448,1.2k,23,25
2439,Karvy Data Management,3.3,446,810,2,--
2440,BSCPL Infrastructure,3.9,447,1.3k,31,2
2441,Usha Martin,4.0,447,1.4k,23,--
2442,Bhagwati Products,3.6,447,1.2k,21,12
2443,Ashapura Group Of Industries,4.1,447,1.8k,30,4
2444,Anunta Technology Management Services,3.3,448,2.2k,39,15
2445,Statusneo,4.0,449,1.6k,158,21
2446,Orient Craft,3.8,446,1.4k,8,--
2447,Honour Lab,3.9,446,1.8k,25,--
2448,NTPC GE Power Services,3.9,449,1.5k,56,--
2449,Orion Innovation,3.5,445,3.7k,46,--
2450,Toyota,4.2,446,1.8k,49,--
2451,TruBridge Healthcare Private Limited,3.9,446,651,146,9
2452,Brembo Brake India,4.1,444,1.6k,22,--
2453,Kataria Automobiles,3.6,444,1.5k,21,3
2454,Allegis Group,3.5,444,2.7k,24,1
2455,Rapido,3.5,444,2.3k,42,38
2456,TriGeo Technologies,3.2,444,1.7k,28,--
2457,NetApp,3.7,445,4.2k,76,52
2458,AVAYA,3.2,444,2.9k,46,3
2459,Birla White,4.1,444,1.2k,39,--
2460,Brembo Brake India,4.1,444,1.6k,22,--
2461,Birla White,4.1,444,1.2k,39,--
2462,Knack RCM,3.0,444,1.7k,51,12
2463,AQM Technologies,3.2,444,3.6k,55,20
2464,GS Lab,3.7,443,3.5k,64,--
2465,DB Power Limited,4.7,443,749,64,--
2466,Fuji Electric,3.6,443,1.8k,21,5
2467,ELGI Equipments,4.0,444,2.1k,27,45
2468,Zscaler Softech,3.3,443,3.2k,83,129
2469,T.v. Sundram Iyengar & Sons,3.9,443,1.1k,10,--
2470,SBI Capital Markets,3.7,443,2.2k,25,--
2471,Mjunction Services,3.8,442,1.8k,26,--
2472,Polestar Analytics,4.1,442,1.2k,24,10
2473,SPAR Hypermarkets,3.9,442,1.3k,25,6
2474,Vision India Services,4.0,441,1.4k,55,--
2475,Flatworld Solutions,3.3,441,2.8k,33,13
2476,Midland Microfin Limited,3.6,441,908,35,--
2477,Meyer Organics,3.6,440,1.5k,30,12
2478,Nuvama Wealth and Investment,3.3,440,2.4k,19,12
2479,LKQ INDIA,3.4,439,2.5k,39,9
2480,Go Colors,3.9,439,1k,13,1
2481,DesignTech Systems,3.3,439,2k,45,17
2482,LKQ INDIA,3.4,439,2.5k,39,9
2483,SABIC,4.1,439,1.5k,33,5
2484,Montecarlo Construction,4.2,438,1.3k,51,--
2485,H & R Johnson,3.5,439,1.2k,10,--
2486,Godrej Jersey,4.0,438,1.3k,26,4
2487,NR Switch N Radio Services,3.8,438,1.1k,22,20
2488,Neilsoft,3.1,439,3.1k,46,33
2489,Freecharge,3.8,439,2.9k,68,33
2490,Deluxe Entertainment,3.5,438,2.4k,38,3
2491,Transasia Bio-Medicals,3.3,438,1.8k,23,14
2492,Fossil Group,3.9,439,2.1k,35,22
2493,PULSUS HealthTech Group,3.2,438,1.3k,35,15
2494,K D Hospital,4.5,437,354,22,27
2495,Aptech,3.3,437,1.7k,29,--
2496,Indian Immunologicals,4.1,437,1.7k,23,2
2497,Tata Steel Downstream Products,3.7,437,1.5k,46,2
2498,Sunwoda Electronic India Pvt Ltd,4.0,437,1.9k,40,1
2499,Cimpress,3.8,437,3k,70,10
2500,Infosys Consulting,3.4,437,4k,181,--
2501,Dee Piping System,4.1,437,1.6k,29,1
2502,Mashreq Global Services,3.1,436,2.5k,29,47
2503,Konexions Back Office Services,2.7,438,1.7k,36,5
2504,SoftwareOne,3.8,436,3.6k,52,46
2505,Rieter,3.4,436,2.3k,31,8
2506,Cipla Health,4.2,436,1.4k,44,--
2507,Ozone Overseas,3.9,436,1.5k,33,25
2508,Flipkart Health+,3.5,435,1.6k,30,--
2509,Falcon Autotech,3.8,436,2k,53,1
2510,Dun & Bradstreet,3.0,435,3k,43,9
2511,IL&FS Engineering and Construction,4.4,435,942,17,6
2512,Clean Harbors,3.3,435,2.8k,36,12
2513,Tata Steel Colors,3.7,434,1.6k,34,5
2514,Regency Hospital Ltd,4.1,434,1.4k,24,10
2515,Zypp Electric,4.0,434,980,36,4
2516,Premium Transmission,3.4,433,1.9k,53,15
2517,Nagarjuna Fertilizers and Chemicals,4.1,433,1.3k,19,--
2518,Kothari Agritech,4.2,433,721,47,4
2519,Mungi Group,4.0,432,1.8k,24,20
2520,Rakuten Symphony,3.6,433,3.5k,43,4
2521,Mungi Group,4.0,432,1.8k,24,20
2522,Talbros,3.8,434,1.7k,33,1
2523,IndusInd Capital,3.9,432,1.9k,20,2
2524,Aker Solutions,4.0,432,2.2k,37,1
2525,Mymd Healthcare,4.2,432,404,27,--
2526,Nexteer Automotive,3.8,432,2.6k,28,--
2527,NIFTEL COMMUNICATIONS,3.7,432,779,93,6
2528,ZTE Corporation,4.0,432,1.2k,21,1
2529,Self Practice,4.4,431,5.9k,69,--
2530,The Indian Hotels Company,4.0,432,1.7k,29,--
2531,Lambda Therapeutic Research,3.8,431,1.4k,20,17
2532,Intercontinental Exchange,3.1,432,2.7k,44,--
2533,Alankit,3.2,431,1.2k,47,6
2534,Chettinad Cements,3.9,431,2k,39,--
2535,TotalEnergies,3.8,430,1.7k,35,8
2536,Reshamandi,3.5,430,593,17,--
2537,NOON.COM,3.2,430,2.7k,59,--
2538,Tyger Capital,4.0,431,1.4k,29,16
2539,Western Union,2.8,430,2.7k,39,12
2540,Tyger Capital,4.0,431,1.4k,29,16
2541,Honeywell International India,3.9,430,2.5k,39,--
2542,Mazagon Dock,4.2,429,1.2k,21,--
2543,IIMI Image Management Private Limited,4.1,429,560,56,--
2544,Paynearby Technologies,3.9,429,1.4k,28,--
2545,Thrillophilia,3.7,431,924,38,17
2546,Calsoft,2.7,429,3.7k,57,47
2547,Le Méridien,4.0,429,1.2k,22,--
2548,Impact Guru,3.5,429,1.6k,50,78
2549,Freyr Solutions,3.6,428,2.7k,33,3
2550,KLAY Preschool and Daycare,3.6,428,1.4k,45,126
2551,GTL Infrastructure,4.2,428,903,14,--
2552,InfoBeans,3.3,428,3.6k,50,12
2553,State Street Bank,3.5,428,3.2k,18,--
2554,ARMSOFTECH.AIR,3.3,428,1.4k,29,--
2555,Theobroma Foods,3.9,428,1.3k,25,29
2556,Powerweave,3.3,427,1.7k,28,--
2557,Capital Foods,4.2,427,1.3k,32,5
2558,Asian Granito India,3.5,427,1.5k,17,1
2559,Tata Steel Utilities and Infrastructure Services,3.6,427,1.2k,39,--
2560,NeoGrowth Credit,3.0,427,1.7k,27,5
2561,Tutopia,4.5,426,409,241,1
2562,Webkul Software,3.9,426,1.4k,86,6
2563,Entrata,3.9,426,2.4k,42,7
2564,Ind-Swift Laboratories,3.9,426,1.6k,21,11
2565,Ramada,3.9,426,1k,20,3
2566,Vcare Trichology,3.6,426,1.9k,44,34
2567,Bonfiglioli Transmissions Limited,3.6,426,1.7k,37,11
2568,Adani Logistics,3.7,427,1.8k,16,--
2569,e2open,3.5,426,3.6k,63,--
2570,FM LOGISTIC,4.0,426,1.3k,31,--
2571,Siyaram Silk Mills,4.0,426,1.5k,23,14
2572,OnePlus,3.7,427,2k,38,--
2573,YKK,3.7,426,1.4k,27,--
2574,ZUCOL Services,3.8,425,736,109,8
2575,Kutchina,3.4,425,1.2k,15,2
2576,Citykart Retail,3.7,425,1k,26,2
2577,UNIVO Education,3.4,425,1.5k,35,3
2578,CWT,3.4,425,1.4k,8,--
2579,Mahindra Lifespace Developers,4.2,425,1.8k,27,5
2580,Willis Towers Watson,3.7,427,7.7k,119,20
2581,Yutika Natural,3.3,425,989,23,7
2582,A. O. Smith India Water Products Private Limited,3.6,425,1.4k,21,7
2583,Indian Institute of Technology Gandhinagar,4.1,424,2.5k,25,--
2584,Groupon,3.0,424,2.3k,46,3
2585,Ingersoll Rand,3.8,424,2.5k,37,13
2586,AppInventiv Technologies,4.0,424,2.7k,83,17
2587,Arvind Fashions,3.8,423,1.8k,25,--
2588,International Automotive Components,3.9,423,2k,25,6
2589,Tessolve,3.3,423,2.8k,65,5
2590,Nous Infosystems,3.5,423,3.4k,49,25
2591,Eurofins It Solutions,2.9,423,3.4k,67,1
2592,B.C. Jindal Group of Companies,3.9,422,1.1k,29,--
2593,Prolifics Corporation,3.6,422,2.5k,64,15
2594,Mann And Hummel Filter,3.9,422,1.8k,22,20
2595,Axis Finance,3.8,422,2k,25,215
2596,Indian Political Action Committee,2.8,421,1.8k,50,--
2597,Fitelo,3.3,421,734,48,--
2598,Jyoti CNC Automation,3.9,421,1.4k,26,8
2599,Tally Solutions,4.0,421,2.4k,48,4
2600,National Organic Chemical Industries,3.8,421,1.8k,34,9
2601,RSWM Limited,4.1,421,1.3k,19,20
2602,Chambal Fertilisers And Chemicals,3.7,421,1.5k,29,--
2603,Baramati Agro,3.8,420,1.5k,29,1
2604,IMS People,3.6,420,2.2k,44,--
2605,Educomp Solutions,3.3,420,643,5,--
2606,Nettur Technical Training Foundation,3.6,420,1.2k,27,8
2607,FCm Travel Solutions,3.2,420,1.6k,14,6
2608,Samsung C&T,4.2,420,1.4k,14,2
2609,ABCI Infrastructures,3.4,421,7k,79,3
2610,Systems Plus,4.2,420,1.6k,32,61
2611,Skillmine Technology Consulting,3.9,421,1.6k,45,12
2612,Marksans Pharma,3.4,420,1.7k,28,10
2613,Orient Bell,3.3,419,1.5k,23,8
2614,Carrier Midea,3.6,419,1.8k,19,6
2615,Haldia Petrochemicals,3.8,419,1.9k,42,--
2616,Bmm Ispat,3.9,419,1.5k,35,4
2617,Flipkart Wholesale,3.8,419,1.1k,70,--
2618,Secure Value,3.3,418,902,20,--
2619,Shiprocket Private Limited,3.4,419,2.8k,59,27
2620,Medica Superspecialty Hospital,3.8,418,1.5k,20,135
2621,Pole To Win,3.2,418,2k,61,7
2622,Hero Housing Finance,3.8,418,1.6k,23,12
2623,MyMoneyMantra,3.1,418,1.8k,15,--
2624,Imarticus Learning,4.0,418,1.2k,31,5
2625,Aculife Healthcare,2.9,418,1.5k,33,4
2626,Lotte India Corporation,4.0,418,1.4k,31,18
2627,Nowfloats Technologies,3.6,418,1.1k,23,--
2628,Desun Hospital & Heart Institute,3.8,418,1.1k,29,6
2629,Spice Money,4.1,418,1.5k,35,3
2630,CogentHubCX.AI,3.2,417,845,35,29
2631,Ensono,4.1,417,2.5k,31,59
2632,Capital Trust,3.3,417,870,23,2
2633,Tekion,3.2,420,5.1k,118,82
2634,Echobooom Management & Entrepreneurial Solutions,3.8,414,474,112,40
2635,National Bulk Handling Corporation,4.0,416,1.1k,22,8
2636,India Nippon Electricals,3.8,416,1.6k,23,4
2637,Nidec Corporation,3.6,416,1.7k,27,10
2638,Astra Microwave Products,3.9,416,2.1k,32,5
2639,Franchise India Brands,2.9,416,1.4k,42,7
2640,Novartis Healthcare,4.1,416,3.1k,22,4
2641,Silver Touch Technologies,3.1,416,2.5k,34,10
2642,Haleon,3.5,416,1.4k,52,44
2643,Pon Pure Chemical,3.5,415,1.5k,24,2
2644,ArisGlobal,2.8,415,2.9k,42,4
2645,myGate,2.9,415,2.3k,33,7
2646,Qwik Supply Chain,3.9,415,1.1k,28,--
2647,Metrochem Api,3.1,415,1.9k,33,7
2648,Tagros Chemicals,3.6,416,1.9k,40,14
2649,Aizant Drug Research Solutions,3.9,415,1.3k,20,10
2650,Zealous Services,2.7,415,1.1k,22,--
2651,Oberoi Realty,4.2,414,2k,21,11
2652,Dodsal Engineering & Construction,4.5,414,684,16,--
2653,TCL,4.1,414,2k,46,--
2654,Odessa,3.6,415,2.4k,46,--
2655,Samsonite,4.0,413,1.4k,16,3
2656,Uniparts Group,3.6,414,1.5k,22,2
2657,Roca Bathroom Products,3.7,413,1.4k,23,1
2658,Venus Remedies,4.2,413,1k,42,35
2659,Magus Customer Dialog,3.7,413,789,12,3
2660,Aka Logistics,3.2,413,1.4k,39,7
2661,SirionLabs,3.8,413,1.9k,29,12
2662,Rama Medical College Hospital & Research Centre,3.8,412,1.2k,39,--
2663,Shyam Sel & Power,3.7,412,1.4k,57,--
2664,Essar Group,3.7,412,1.8k,33,--
2665,Spoton Logistics,4.4,412,1.1k,18,--
2666,Havmor Ice Cream,4.1,412,1.3k,30,--
2667,DataMetica,3.2,412,2.8k,49,22
2668,Aliens Group,3.9,412,1.3k,44,5
2669,Motilal Oswal Private Wealth Management,4.5,411,272,83,14
2670,ANR Software Private Limited,4.1,411,1.1k,37,16
2671,Apex Laboratories,3.9,411,1.9k,26,5
2672,The Belgian Waffle co,4.5,411,709,58,3
2673,PC Jewellers,3.7,411,941,25,4
2674,TTK Healthcare,4.1,412,1.3k,18,13
2675,Buhler,3.8,410,1.9k,33,--
2676,Recpdcl.ltd,4.0,410,843,17,--
2677,Aramex,3.3,410,1.2k,26,1
2678,Ashiana Housing,4.0,410,1.5k,35,13
2679,Bangalore International Airport,4.3,410,1.6k,35,8
2680,Group Bayport,4.2,412,1.1k,37,7
2681,Agro Tech Foods,4.0,410,1.1k,22,9
2682,Bonace Engineers,4.0,409,1.2k,35,--
2683,Owens Corning,3.6,409,1.8k,21,1
2684,Universal Corporation,3.7,409,1.3k,22,3
2685,Saama Technologies,3.7,410,3.6k,60,12
2686,Black Knight,3.5,409,2.7k,29,--
2687,HealthKart,3.8,409,2k,30,38
2688,Win Medicare,4.1,409,987,24,--
2689,Sagar Cements,4.3,408,1.3k,39,--
2690,Gujarat Ambuja Exports,3.4,409,1.5k,23,5
2691,Indus Net Technologies,3.1,408,2k,35,--
2692,Samsung SDS,3.0,409,2.8k,31,--
2693,SMFG India Home Finance Co,3.7,408,997,27,--
2694,ITC Limited - Paperboards Specialty Papers Division,3.9,408,1.6k,19,7
2695,P.D. Hinduja National Hospital and Medical Research Centre,3.9,408,2.4k,28,28
2696,Schoolnet India,3.9,407,1.1k,24,36
2697,Onsitego,3.7,407,1.4k,19,11
2698,Viva Composite Panel,4.5,407,601,100,24
2699,CES,3.3,407,2.6k,58,17
2700,SHARE Microfin,4.1,407,550,22,--
2701,Fortis Escorts Hospital,4.3,406,954,21,--
2702,STUDDS Accessories Limited,4.0,406,1.3k,58,2
2703,Virchow Biotech,3.4,406,1.7k,26,--
2704,Global Indian International School,4.2,406,1k,19,33
2705,Indian Space Research Organisation,4.6,406,1.3k,24,--
2706,Al Turki Enterprises,3.5,405,957,16,--
2707,V-Xpress,3.9,405,1.1k,22,--
2708,Acadecraft,3.7,405,875,62,5
2709,Bajaj Auto Credit,3.9,405,891,13,--
2710,Accelya Solutions India Limited,3.4,405,2.7k,51,38
2711,Core Integra Consulting Services,3.4,405,1.3k,25,--
2712,L&T Heavy Engineering,3.8,404,813,31,--
2713,Himatsingka Seide,3.5,405,1.5k,30,10
2714,Daimler Truck,3.6,404,2.9k,41,1
2715,Venkateshwara Hatcheries,3.8,404,1.5k,12,--
2716,Mahindra Last Mile Mobility,3.7,404,1.2k,22,--
2717,Invensis Technologies,3.5,405,1.9k,33,5
2718,RDC Concrete (India),4.0,404,1.3k,39,3
2719,GRT Jewellers,4.0,404,1.5k,30,6
2720,Hexagon Nutrition,4.1,404,1k,19,8
2721,Indiafilings,4.0,404,1.1k,155,4
2722,BPTP,4.2,403,1.3k,27,25
2723,Piramal Swasthya,4.1,403,986,21,11
2724,ICFAI University,3.6,403,865,23,--
2725,Oda Class,2.9,404,672,29,--
2726,Motherhood Hospital,3.7,403,1.7k,22,250
2727,M Baazar,3.9,403,893,33,14
2728,Roop Automotives,4.2,403,1.3k,30,--
2729,HYT Engineering Company Pvt Ltd,3.2,403,1.4k,37,30
2730,Raptakos Brett and Company,3.4,402,1.5k,23,1
2731,Ipsos,3.2,403,2.5k,42,10
2732,RCM,4.2,402,670,55,8
2733,Gravita,4.4,403,1.1k,63,34
2734,Indigo Paints,3.8,402,1.5k,30,--
2735,Eversendai,3.6,402,1.5k,32,--
2736,PowerSchool India,3.3,402,2.9k,47,13
2737,NCSI Technologies Pvt Ltd,3.7,402,1.8k,64,7
2738,Enphase Energy,2.6,402,3k,56,41
2739,Kanpur Fertilizers & Chemicals,3.6,401,1.2k,35,--
2740,CMA CGM Global Business Services,4.0,403,2k,32,--
2741,Indian Overseas Bank,3.3,401,992,17,--
2742,Penna Cement Industries,4.1,401,1.6k,13,--
2743,Munjal Showa,3.2,401,1.2k,19,7
2744,Stanley Black & Decker,3.7,401,1.9k,28,25
2745,Pearson Education India,3.9,401,1.7k,9,67
2746,Larsen & Toubro Group,4.1,401,1k,96,--
2747,Uplers,3.7,401,1.7k,45,9
2748,PGP Glass,4.0,400,1.3k,35,7
2749,Gtpl Hathway,4.0,400,1.8k,28,6
2750,Bses Yamuna Power,3.7,400,1.4k,25,--
2751,Merck,4.0,400,2.6k,20,1
2752,Greet Technologies,2.6,400,1.2k,40,5
2753,V-bazaar Retail,4.0,402,911,35,--
2754,ABC Consultants,3.9,400,26.9k,241,1
2755,Joyalukkas,4.0,417,977,44,4
2756,Kailash Hospital,3.9,400,1k,22,47
2757,Azentio,3.2,399,3.6k,47,--
2758,Copeland,3.9,399,2.3k,25,28
2759,MAYORA,3.9,399,957,24,1
2760,Sunstone,3.7,399,1.7k,26,50
2761,American Axle & Manufacturing,4.3,399,1.5k,26,--
2762,Flyjac Logistics,4.1,399,1.3k,8,1
2763,Etech Global Services,3.6,399,1.8k,44,25
2764,Hanon Systems,4.0,398,1.6k,16,2
2765,Bank of Maharashtra,3.2,398,1.4k,18,--
2766,Manhattan Associates,3.4,398,3.5k,43,3
2767,Workcell Solutions,3.6,398,1.3k,28,1
2768,GE Vernova T&D India,4.2,398,1.6k,9,--
2769,MRF Vapocure Paints,4.0,398,1.2k,32,--
2770,Broadcom,3.2,398,3.1k,45,20
2771,ClearTax,3.0,399,2.2k,50,36
2772,Gold Plus Glass,3.4,398,1.5k,21,13
2773,Welspun Flooring,3.8,398,1.2k,22,--
2774,VRB Consumer Products Private Limited,4.1,398,1.3k,23,7
2775,eNoah iSolution,3.8,397,2.3k,33,18
2776,Aeries Technology,3.2,397,2.5k,32,144
2777,Connectwise India,3.4,397,2.9k,60,34
2778,Starbucks,4.1,398,1.2k,38,--
2779,Hike Education Private Limited,4.3,397,687,136,4
2780,Hike Education Private Limited,4.3,397,687,136,4
2781,Karvy DigiKonnect,3.2,396,1.2k,8,--
2782,SKH Y-TEC,3.8,396,1.3k,32,--
2783,Mintifi,3.5,396,960,23,--
2784,Christian Medical College,4.1,396,1.3k,13,10
2785,Hindustan Foods,3.6,396,1.8k,34,9
2786,Cheil India,2.9,395,2k,19,7
2787,Balaji Wafers,4.4,395,1.2k,32,4
2788,National Fertilizers,4.4,394,1.1k,29,--
2789,Ess Kay Fincorp,4.2,394,965,13,30
2790,Jubilant Biosys,3.6,394,2k,42,32
2791,Supertech,3.9,393,1.6k,18,--
2792,Nyati Group,4.1,393,1.4k,37,2
2793,UCAL Fuel Systems,3.9,393,1.4k,12,2
2794,Tirumala Milk Products,4.2,394,1.1k,33,6
2795,Dixit Infotech Services,3.6,393,1.4k,27,17
2796,Accel Frontline,4.3,393,765,7,--
2797,Scientific Publishing Services,3.7,393,1.3k,18,--
2798,Icertis,3.2,393,3.2k,57,30
2799,Sarvodaya Hospital,3.7,393,1.4k,20,45
2800,The Phoenix Mills,3.8,393,1.8k,25,31
2801,Mindlance,3.7,393,1.6k,29,--
2802,AccorHotels,4.3,392,1.2k,22,--
2803,CEVA Logistics,3.8,392,1.4k,13,--
2804,Wonderla Holidays,4.5,392,1.1k,40,60
2805,Federal Mogul Goetze,4.0,392,1.4k,17,--
2806,Mettler-Toledo,3.6,392,2.1k,27,3
2807,Mantra Properties,4.3,391,924,39,17
2808,SML Isuzu,4.2,391,1.4k,30,3
2809,Indian Metals & Ferro Alloys,3.7,391,1.5k,16,4
2810,SPRINKLR,2.9,391,3.9k,115,56
2811,Burns & McDonnell,4.0,391,2.3k,53,15
2812,TVS Mobility,4.0,391,1.5k,37,9
2813,Amri Hospital,4.0,391,1.2k,27,--
2814,Shree Baidyanath Ayurved Bhawan,3.9,391,1.2k,34,6
2815,Adroit Synergies,3.2,391,1.2k,45,26
2816,Bharat Aluminium Company (BALCO),4.0,390,1.6k,35,--
2817,Kcc Buildcon,4.0,390,1.4k,32,4
2818,Triumphant Institute of Management Education,3.7,390,1.3k,16,--
2819,GMR Hyderabad International Airport,4.0,390,1.3k,21,--
2820,Kcc Buildcon,4.0,390,1.4k,32,4
2821,Netlink Software,3.3,390,2.2k,23,13
2822,Hajee A P Bava Construction,3.8,390,976,14,--
2823,JBS Enterprises,3.2,389,1k,27,5
2824,Kuehne + Nagel,3.6,389,1.7k,25,1
2825,Merck Life Science,4.0,389,2.8k,22,--
2826,ABM Knowledgeware,3.7,389,1.5k,33,8
2827,D.p. Jain & Co. Infrastructure Pvt .,3.2,389,1.3k,31,--
2828,Transact Global,4.6,388,416,95,21
2829,Adani Infra,3.8,389,1.6k,40,--
2830,Bosch Rexroth India,3.9,388,1.5k,20,--
2831,Park Hospital,3.6,388,1.3k,28,34
2832,The Hans Foundation,4.2,389,741,39,150
2833,Thyssenkrupp Industrial Solutions,4.1,388,1.4k,23,--
2834,Air Liquide,3.7,388,1.7k,31,52
2835,Evoke Technologies,3.7,387,2.9k,29,25
2836,Arjas Steel,3.8,387,1.3k,24,1
2837,CANTABIL RETAIL INDIA,4.0,387,1.1k,28,6
2838,XL Health,4.2,387,1.5k,23,--
2839,Nuziveedu Seeds,3.8,387,1.2k,33,3
2840,Auro Realty Private Limited,4.3,387,1.5k,27,14
2841,Repco Home Finance,3.5,386,1k,19,2
2842,Parksons Packaging,4.1,386,1.4k,17,1
2843,GSP Crop Science,4.0,386,1.4k,31,16
2844,Vidal Health Tpa,3.4,386,1.2k,29,8
2845,VIT University,4.0,386,1.5k,33,82
2846,Healthcare At Home,3.7,386,1.3k,30,14
2847,S. M. Auto Engineering,3.4,386,1.5k,26,1
2848,Learning Routes,4.5,386,416,110,6
2849,Huron,3.6,387,2.8k,38,127
2850,Hexagon Capability Center,4.1,386,2.8k,42,6
2851,Moolchand Hospital,4.1,386,752,21,18
2852,BCH Electric,4.0,385,1.4k,22,20
2853,Kennametal,3.5,385,1.9k,31,1
2854,Jeeves Consumer Services,3.5,386,874,34,6
2855,Jamna Auto Industries,3.8,385,1.6k,20,2
2856,Examity,3.3,385,1.8k,36,2
2857,Wellness Forever Lifestyle Chemist,3.9,384,1.1k,28,--
2858,Thermax Babcock Wilcox Energy Solutions,4.1,384,1.8k,25,--
2859,Agilent Technologies,4.0,384,2k,23,79
2860,SRM University,3.6,384,1.5k,31,3
2861,Konecranes,3.8,385,1.8k,23,1
2862,Fosroc India,4.3,384,1.4k,26,2
2863,Karamtara Engineering Limited,3.6,384,1.5k,42,13
2864,Sleek International,3.5,384,1.2k,31,--
2865,CapeStart,4.5,384,627,80,26
2866,Duroshox,4.1,384,1k,19,4
2867,LeadSquared,2.7,383,3.1k,69,27
2868,Kaddacon Systems,4.6,383,--,18,--
2869,Sangeetha Mobile,3.5,383,1.5k,20,2
2870,Glaze Trading India,4.3,383,896,17,--
2871,Nissan,3.5,383,1.8k,29,6
2872,AgreeYa Solutions,3.2,383,2.4k,26,14
2873,Sumitomo Chemical,4.0,383,1.5k,20,45
2874,VTP Realty,3.6,383,1.9k,43,23
2875,Dorf Ketal Chemicals,4.0,383,1.9k,23,8
2876,Dynacons Systems & Solutions,3.7,383,1.3k,26,39
2877,Vectus Industries,4.1,382,1.3k,19,3
2878,Grand Hyatt,4.2,382,925,13,--
2879,Muthoot Housing Finance Company,4.2,382,1.2k,30,10
2880,Bharat Rasayan,4.0,381,1.6k,34,1
